date,home_team,away_team,home_score,away_score,home_elo,away_elo,home_fifa_ranking,away_fifa_ranking,home_average_age,away_average_age,home_squad_size,away_squad_size,home_market_value,away_market_value,home_confederation,away_confederation,neutral,tournament
1985-06-02,Canada,Ghana,2.0,1.0,1569.0,1711.0,30,73,27.0,27.0,26,26,198649994.0,234350006.0,CONCACAF,CAF,True,Korea Cup
1985-06-02,Colombia,Argentina,1.0,3.0,1347.0,1839.0,13,1,30.1,29.2,26,26,302350006.0,807500000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-02,Mexico,Italy,1.0,1.0,1714.0,1932.0,14,12,28.0,21.0,26,23,191850006.0,319000000.0,CONCACAF,UEFA,False,Friendly
1985-06-02,Venezuela,Peru,0.0,1.0,1251.0,1773.0,49,52,25.6,27.1,27,24,79000000.0,30629999.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-05,Norway,Wales,4.0,2.0,1484.0,1795.0,31,37,26.9,26.6,26,27,589900024.0,180649994.0,UEFA,UEFA,False,Friendly
1985-06-06,England,Italy,1.0,2.0,1921.0,1932.0,4,12,27.3,21.0,26,23,34375000.0,319000000.0,UEFA,UEFA,True,Friendly
1985-06-06,Finland,Romania,1.0,1.0,1472.0,1768.0,75,54,26.2,26.1,27,24,41849998.0,56950001.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-06-08,Brazil,Chile,3.0,1.0,2037.0,1763.0,6,51,29.4,25.9,26,25,928200012.0,66800003.0,CONMEBOL,CONMEBOL,False,Friendly
1985-06-09,Argentina,Venezuela,3.0,0.0,1839.0,1251.0,1,49,29.2,25.6,26,27,807500000.0,79000000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-09,Canada,Iraq,1.0,6.0,1569.0,1661.0,30,57,27.0,27.0,26,26,198649994.0,21200001.0,CONCACAF,AFC,True,Korea Cup
1985-06-09,Mexico,England,1.0,0.0,1714.0,1921.0,14,4,28.0,27.3,26,26,191850006.0,34375000.0,CONCACAF,UEFA,False,Friendly
1985-06-09,Paraguay,Bolivia,3.0,0.0,1659.0,1584.0,41,77,29.1,23.8,26,27,153649994.0,17850000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-09,Peru,Colombia,0.0,0.0,1773.0,1347.0,52,13,27.1,30.1,24,26,30629999.0,302350006.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-12,England,Germany,3.0,0.0,1921.0,1767.0,4,10,27.3,28.1,26,26,34375000.0,947000000.0,UEFA,UEFA,True,Friendly
1985-06-12,Iceland,Spain,1.0,2.0,1493.0,1879.0,74,2,27.7,26.8,24,26,89099998.0,34375000.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-06-15,Mexico,Germany,2.0,0.0,1714.0,1767.0,14,10,28.0,28.1,26,26,191850006.0,947000000.0,CONCACAF,UEFA,False,Friendly
1985-06-16,Argentina,Colombia,1.0,0.0,1839.0,1347.0,1,13,29.2,30.1,26,26,807500000.0,302350006.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-16,Paraguay,Brazil,0.0,2.0,1659.0,2037.0,41,6,29.1,29.4,26,26,153649994.0,928200012.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-16,Peru,Venezuela,4.0,1.0,1773.0,1251.0,52,49,27.1,25.6,24,27,30629999.0,79000000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-23,Brazil,Paraguay,1.0,1.0,2037.0,1659.0,6,41,29.4,29.1,26,26,928200012.0,153649994.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-23,Peru,Argentina,1.0,0.0,1773.0,1839.0,52,1,27.1,29.2,24,26,30629999.0,807500000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-23,Venezuela,Colombia,2.0,2.0,1251.0,1347.0,49,13,25.6,30.1,27,26,79000000.0,302350006.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-30,Argentina,Peru,2.0,2.0,1839.0,1773.0,1,52,29.2,27.1,26,24,807500000.0,30629999.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-30,Brazil,Bolivia,1.0,1.0,2037.0,1584.0,6,77,29.4,23.8,26,27,928200012.0,17850000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-06-30,Colombia,Venezuela,2.0,0.0,1347.0,1251.0,13,49,30.1,25.6,26,27,302350006.0,79000000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-07-05,Jordan,Qatar,0.0,2.0,1112.0,1529.0,63,56,28.5,29.5,26,26,20299999.0,19930000.0,AFC,AFC,True,Arab Cup
1985-07-06,Nigeria,Tunisia,1.0,0.0,1509.0,1610.0,26,45,26.6,26.7,23,26,172050003.0,69949997.0,CAF,CAF,False,FIFA World Cup qualification
1985-07-12,Egypt,Morocco,0.0,0.0,1637.0,1573.0,29,7,29.1,26.7,26,26,116480003.0,447700012.0,CAF,CAF,False,FIFA World Cup qualification
1985-07-14,Ghana,Libya,0.0,0.0,1711.0,1598.0,73,110,27.0,26.6,26,19,234350006.0,10430000.0,CAF,CAF,False,FIFA World Cup qualification
1985-07-20,Tunisia,Nigeria,2.0,0.0,1610.0,1509.0,45,26,26.7,26.6,26,23,69949997.0,172050003.0,CAF,CAF,False,FIFA World Cup qualification
1985-07-26,Libya,Ghana,2.0,0.0,1598.0,1711.0,110,73,26.6,27.0,19,26,10430000.0,234350006.0,CAF,CAF,False,FIFA World Cup qualification
1985-07-28,Morocco,Egypt,2.0,0.0,1573.0,1637.0,7,29,26.7,29.1,26,26,447700012.0,116480003.0,CAF,CAF,False,FIFA World Cup qualification
1985-08-12,Indonesia,Thailand,1.0,2.0,1217.0,1363.0,118,94,25.7,28.6,23,24,19549999.0,6550000.0,AFC,AFC,False,Indonesia Tournament
1985-08-21,France,Uruguay,2.0,0.0,1894.0,1657.0,3,16,27.1,28.8,26,26,34375000.0,359299988.0,UEFA,CONMEBOL,False,CONMEBOL–UEFA Cup of Champions
1985-08-21,Sweden,Poland,1.0,0.0,1775.0,1913.0,38,36,27.6,26.4,26,26,406079987.0,232100006.0,UEFA,UEFA,False,Friendly
1985-08-25,Honduras,Canada,0.0,1.0,1527.0,1569.0,65,30,25.4,27.0,26,26,21430000.0,198649994.0,CONCACAF,CONCACAF,False,CONCACAF Championship
1985-08-27,Mexico,Bulgaria,1.0,1.0,1714.0,1753.0,14,87,28.0,25.7,26,25,191850006.0,30049999.0,CONCACAF,UEFA,True,Friendly
1985-08-28,Romania,Finland,2.0,0.0,1768.0,1472.0,54,75,26.1,26.2,24,27,56950001.0,41849998.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-09-04,Netherlands,Bulgaria,1.0,0.0,2075.0,1753.0,8,87,27.8,25.7,26,25,754200012.0,30049999.0,UEFA,UEFA,False,Friendly
1985-09-10,Norway,Egypt,3.0,0.0,1484.0,1637.0,31,29,26.9,29.1,26,26,589900024.0,116480003.0,UEFA,CAF,False,Friendly
1985-09-10,Wales,Scotland,1.0,1.0,1795.0,1856.0,37,42,26.6,29.3,27,26,180649994.0,170250000.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-09-11,Denmark,Sweden,0.0,3.0,1591.0,1775.0,21,38,25.6,27.6,23,26,365000000.0,406079987.0,UEFA,UEFA,False,Friendly
1985-09-11,England,Romania,1.0,1.0,1921.0,1768.0,4,54,27.3,26.1,26,24,34375000.0,56950001.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-09-11,Poland,Belgium,0.0,0.0,1913.0,1944.0,36,9,26.4,27.7,26,26,232100006.0,547500000.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-09-14,Canada,Honduras,2.0,1.0,1569.0,1527.0,30,65,27.0,25.4,26,26,198649994.0,21430000.0,CONCACAF,CONCACAF,False,CONCACAF Championship
1985-09-20,Mexico,Peru,0.0,0.0,1714.0,1773.0,14,52,28.0,27.1,26,24,191850006.0,30629999.0,CONCACAF,CONMEBOL,True,Friendly
1985-09-22,Mexico,Peru,1.0,0.0,1714.0,1773.0,14,52,28.0,27.1,26,24,191850006.0,30629999.0,CONCACAF,CONMEBOL,True,Friendly
1985-09-25,Italy,Norway,1.0,2.0,1932.0,1484.0,12,31,21.0,26.9,23,26,319000000.0,589900024.0,UEFA,UEFA,False,Friendly
1985-09-25,Luxembourg,Bulgaria,1.0,3.0,1177.0,1753.0,98,87,26.2,25.7,23,25,14980000.0,30049999.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-09-25,Spain,Iceland,2.0,1.0,1879.0,1493.0,2,74,26.8,27.7,26,24,34375000.0,89099998.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-09-25,Sweden,Germany,2.0,2.0,1775.0,1767.0,38,10,27.6,28.1,26,26,406079987.0,947000000.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-09-27,Australia,China,3.0,0.0,1668.0,1600.0,27,91,27.4,27.9,26,26,77449997.0,14330000.0,AFC,AFC,False,Friendly
1985-10-06,Morocco,Libya,3.0,0.0,1573.0,1598.0,7,110,26.7,26.6,26,19,447700012.0,10430000.0,CAF,CAF,False,FIFA World Cup qualification
1985-10-06,Tunisia,Algeria,1.0,4.0,1610.0,1709.0,45,28,26.7,26.9,26,26,69949997.0,256899994.0,CAF,CAF,False,FIFA World Cup qualification
1985-10-08,Israel,Australia,1.0,2.0,1768.0,1668.0,76,27,25.4,27.4,23,26,68099998.0,77449997.0,UEFA,AFC,False,FIFA World Cup qualification
1985-10-09,Denmark,Switzerland,0.0,0.0,1591.0,1697.0,21,19,25.6,28.4,23,26,365000000.0,332500000.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-10-09,Paraguay,Chile,0.0,0.0,1659.0,1763.0,41,51,29.1,25.9,26,25,153649994.0,66800003.0,CONMEBOL,CONMEBOL,False,Friendly
1985-10-11,Libya,Mexico,3.0,1.0,1598.0,1714.0,110,14,26.6,28.0,19,26,10430000.0,191850006.0,CAF,CONCACAF,False,Friendly
1985-10-12,Portugal,Malta,3.0,2.0,1949.0,1377.0,5,161,28.1,27.1,26,27,34375000.0,15000000.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-10-16,Belgium,Netherlands,1.0,0.0,1944.0,2075.0,9,8,27.7,27.8,26,26,547500000.0,754200012.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-10-16,Germany,Portugal,0.0,1.0,1767.0,1949.0,10,5,28.1,28.1,26,26,947000000.0,34375000.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-10-16,Greece,Bulgaria,0.0,2.0,1605.0,1753.0,48,87,26.3,25.7,25,25,275600006.0,30049999.0,UEFA,UEFA,False,Friendly
1985-10-16,Norway,Denmark,1.0,5.0,1484.0,1591.0,31,21,26.9,25.6,26,23,589900024.0,365000000.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-10-16,Peru,Paraguay,0.0,1.0,1773.0,1659.0,52,41,27.1,29.1,24,26,30629999.0,153649994.0,CONMEBOL,CONMEBOL,False,Friendly
1985-10-16,Wales,Hungary,0.0,3.0,1795.0,1818.0,37,39,26.6,25.7,27,29,180649994.0,209199997.0,UEFA,UEFA,False,Friendly
1985-10-18,Algeria,Tunisia,3.0,0.0,1709.0,1610.0,28,45,26.9,26.7,26,26,256899994.0,69949997.0,CAF,CAF,False,FIFA World Cup qualification
1985-10-18,Jordan,Mexico,0.0,0.0,1112.0,1714.0,63,14,28.5,28.0,26,26,20299999.0,191850006.0,AFC,CONCACAF,False,Friendly
1985-10-18,Libya,Morocco,1.0,0.0,1598.0,1573.0,110,7,26.6,26.7,19,26,10430000.0,447700012.0,CAF,CAF,False,FIFA World Cup qualification
1985-10-20,Australia,Israel,1.0,1.0,1617.0,1658.0,27,76,27.4,25.4,26,23,77449997.0,68099998.0,AFC,UEFA,False,FIFA World Cup qualification
1985-10-20,Egypt,Mexico,2.0,1.0,1632.0,1801.0,29,14,29.1,28.0,26,26,116480003.0,191850006.0,CAF,CONCACAF,False,Friendly
1985-10-20,Singapore,Malaysia,2.0,0.0,1257.0,1321.0,148,136,28.2,28.7,28,28,4580000.0,7600000.0,AFC,AFC,False,Merlion Cup
1985-10-23,Singapore,Malaysia,4.0,0.0,1257.0,1321.0,148,136,28.2,28.7,28,28,4580000.0,7600000.0,AFC,AFC,False,Merlion Cup
1985-10-27,Chile,Peru,4.0,2.0,1763.0,1773.0,51,52,25.9,27.1,25,24,66800003.0,30629999.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-10-27,Paraguay,Colombia,3.0,0.0,1659.0,1347.0,41,13,29.1,30.1,26,26,153649994.0,302350006.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-10-30,France,Luxembourg,6.0,0.0,1894.0,1177.0,3,98,27.1,26.2,26,23,34375000.0,14980000.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-11-03,Colombia,Paraguay,2.0,1.0,1347.0,1659.0,13,41,30.1,29.1,26,26,302350006.0,153649994.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-11-03,Peru,Chile,0.0,1.0,1773.0,1763.0,52,51,27.1,25.9,24,25,30629999.0,66800003.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-11-10,Paraguay,Chile,3.0,0.0,1659.0,1763.0,41,51,29.1,25.9,26,25,153649994.0,66800003.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-11-13,Switzerland,Norway,1.0,1.0,1697.0,1484.0,19,31,28.4,26.9,26,26,332500000.0,589900024.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-11-14,Mexico,Argentina,1.0,1.0,1801.0,1839.0,14,1,28.0,29.2,26,26,191850006.0,807500000.0,CONCACAF,CONMEBOL,True,Friendly
1985-11-16,Poland,Italy,1.0,0.0,1913.0,1932.0,36,12,26.4,21.0,26,23,232100006.0,319000000.0,UEFA,UEFA,False,Friendly
1985-11-17,Chile,Paraguay,2.0,2.0,1763.0,1659.0,51,41,25.9,29.1,25,26,66800003.0,153649994.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1985-11-17,Malta,Sweden,1.0,2.0,1377.0,1775.0,161,38,27.1,27.6,27,26,15000000.0,406079987.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-11-17,Mexico,Argentina,1.0,1.0,1801.0,1839.0,14,1,28.0,29.2,26,26,191850006.0,807500000.0,CONCACAF,CONMEBOL,False,Friendly
1985-11-20,Netherlands,Belgium,2.0,1.0,2075.0,1944.0,8,9,27.8,27.7,26,26,754200012.0,547500000.0,UEFA,UEFA,False,FIFA World Cup qualification
1985-11-20,Scotland,Australia,2.0,0.0,1856.0,1617.0,42,27,29.3,27.4,26,26,170250000.0,77449997.0,UEFA,AFC,False,FIFA World Cup qualification
1985-11-20,Spain,Austria,0.0,0.0,1879.0,1860.0,2,24,26.8,28.7,26,26,34375000.0,245199997.0,UEFA,UEFA,False,Friendly
1985-12-04,Australia,Scotland,0.0,0.0,1617.0,1856.0,27,42,27.4,29.3,26,26,77449997.0,170250000.0,AFC,UEFA,False,FIFA World Cup qualification
1985-12-07,Mexico,Algeria,2.0,0.0,1801.0,1709.0,14,28,28.0,26.9,26,26,191850006.0,256899994.0,CONCACAF,CAF,False,Friendly
1985-12-08,Tunisia,Poland,1.0,0.0,1610.0,1913.0,45,36,26.7,26.4,26,26,69949997.0,232100006.0,CAF,UEFA,False,Friendly
1985-12-08,Thailand,Malaysia,1.0,1.0,1363.0,1321.0,94,136,28.6,28.7,24,28,6550000.0,7600000.0,AFC,AFC,False,Southeast Asian Games
1985-12-09,Indonesia,Singapore,0.0,1.0,1217.0,1257.0,118,148,25.7,28.2,23,28,19549999.0,4580000.0,AFC,AFC,True,Southeast Asian Games
1985-12-10,Malaysia,Philippines,6.0,0.0,1321.0,1069.0,136,135,28.7,26.4,28,22,7600000.0,3330000.0,AFC,AFC,True,Southeast Asian Games
1985-12-11,Algeria,Hungary,1.0,3.0,1709.0,1818.0,28,39,26.9,25.7,26,29,256899994.0,209199997.0,CAF,UEFA,True,Friendly
1985-12-12,Thailand,Philippines,7.0,0.0,1363.0,1069.0,94,135,28.6,26.4,24,22,6550000.0,3330000.0,AFC,AFC,False,Southeast Asian Games
1985-12-14,Mexico,Hungary,2.0,0.0,1801.0,1818.0,14,39,28.0,25.7,26,29,191850006.0,209199997.0,CONCACAF,UEFA,False,Friendly
1985-12-15,Singapore,Malaysia,2.0,2.0,1257.0,1321.0,148,136,28.2,28.7,28,28,4580000.0,7600000.0,AFC,AFC,True,Southeast Asian Games
1985-12-15,Thailand,Indonesia,7.0,0.0,1252.0,1139.0,94,118,28.6,25.7,24,23,6550000.0,19549999.0,AFC,AFC,False,Southeast Asian Games
1985-12-16,Malaysia,Indonesia,1.0,0.0,1321.0,1139.0,136,118,28.7,25.7,28,23,7600000.0,19549999.0,AFC,AFC,True,Southeast Asian Games
1985-12-18,Spain,Bulgaria,2.0,0.0,1879.0,1753.0,2,87,26.8,25.7,26,25,34375000.0,30049999.0,UEFA,UEFA,False,Friendly
1985-12-18,Thailand,Singapore,2.0,0.0,1252.0,1257.0,94,148,28.6,28.2,24,28,6550000.0,4580000.0,AFC,AFC,False,Southeast Asian Games
1985-12-25,Bangladesh,India,1.0,1.0,1009.0,1252.0,181,138,26.4,26.8,23,22,7250000.0,4000000.0,AFC,AFC,False,South Asian Games
1986-01-03,Qatar,China,1.0,1.0,1529.0,1600.0,56,91,29.5,27.9,26,26,19930000.0,14330000.0,AFC,AFC,False,Friendly
1986-01-17,Qatar,Greece,0.0,1.0,1529.0,1605.0,56,48,29.5,26.3,26,25,19930000.0,275600006.0,AFC,UEFA,False,Friendly
1986-01-22,Portugal,Finland,1.0,1.0,1949.0,1472.0,5,75,28.1,26.2,26,27,34375000.0,41849998.0,UEFA,UEFA,False,Friendly
1986-01-24,Qatar,Tunisia,2.0,1.0,1529.0,1610.0,56,45,29.5,26.7,26,26,19930000.0,69949997.0,AFC,CAF,False,Friendly
1986-01-25,India,China,0.0,0.0,1252.0,1600.0,138,91,26.8,27.9,22,26,4000000.0,14330000.0,AFC,AFC,False,Nehru Cup
1986-01-28,China,Peru,3.0,1.0,1600.0,1773.0,91,52,27.9,27.1,26,24,14330000.0,30629999.0,AFC,CONMEBOL,True,Nehru Cup
1986-01-28,Israel,Scotland,0.0,1.0,1658.0,1856.0,76,42,25.4,29.3,23,26,68099998.0,170250000.0,UEFA,UEFA,False,Friendly
1986-01-29,Canada,Paraguay,0.0,0.0,1569.0,1659.0,30,41,27.0,29.1,26,26,198649994.0,153649994.0,CONCACAF,CONMEBOL,False,Friendly
1986-01-29,Egypt,England,0.0,4.0,1632.0,1921.0,29,4,29.1,27.3,26,26,116480003.0,34375000.0,CAF,UEFA,False,Friendly
1986-01-30,India,Peru,0.0,1.0,1252.0,1773.0,138,52,26.8,27.1,22,24,4000000.0,30629999.0,AFC,CONMEBOL,False,Nehru Cup
1986-02-02,Canada,Uruguay,1.0,3.0,1569.0,1657.0,30,16,27.0,28.8,26,26,198649994.0,359299988.0,CONCACAF,CONMEBOL,True,Miami Cup
1986-02-02,Qatar,Hungary,0.0,3.0,1529.0,1818.0,56,39,29.5,25.7,26,29,19930000.0,209199997.0,AFC,UEFA,False,Friendly
1986-02-05,Italy,Germany,1.0,2.0,1932.0,1767.0,12,10,21.0,28.1,23,26,319000000.0,947000000.0,UEFA,UEFA,False,Friendly
1986-02-05,Jamaica,Paraguay,1.0,4.0,1252.0,1659.0,71,41,23.2,29.1,24,26,9050000.0,153649994.0,CONCACAF,CONMEBOL,True,Miami Cup
1986-02-05,Portugal,Luxembourg,2.0,0.0,1949.0,1177.0,5,98,28.1,26.2,26,23,34375000.0,14980000.0,UEFA,UEFA,False,Friendly
1986-02-16,Indonesia,Paraguay,2.0,3.0,1139.0,1659.0,118,41,25.7,29.1,23,26,19549999.0,153649994.0,AFC,CONMEBOL,False,Friendly
1986-02-16,Uruguay,Poland,2.0,2.0,1657.0,1913.0,16,36,28.8,26.4,26,26,359299988.0,232100006.0,CONMEBOL,UEFA,False,Friendly
1986-02-19,Greece,Cyprus,0.0,0.0,1605.0,1255.0,48,124,26.3,26.8,25,27,275600006.0,19900000.0,UEFA,UEFA,False,Friendly
1986-02-19,Morocco,Bulgaria,0.0,0.0,1573.0,1753.0,7,87,26.7,25.7,26,25,447700012.0,30049999.0,CAF,UEFA,False,Friendly
1986-02-19,Spain,Belgium,3.0,0.0,1879.0,1944.0,2,9,26.8,27.7,26,26,34375000.0,547500000.0,UEFA,UEFA,False,Friendly
1986-02-20,Iran,Ghana,2.0,0.0,1801.0,1711.0,20,73,30.4,27.0,26,26,32049999.0,234350006.0,AFC,CAF,False,Friendly
1986-02-26,Israel,England,1.0,2.0,1658.0,1921.0,76,4,25.4,27.3,23,26,68099998.0,34375000.0,UEFA,UEFA,False,Friendly
1986-02-26,Qatar,Paraguay,1.0,1.0,1529.0,1659.0,56,41,29.5,29.1,26,26,19930000.0,153649994.0,AFC,CONMEBOL,False,Friendly
1986-02-28,Egypt,Romania,2.0,2.0,1632.0,1768.0,29,54,29.1,26.1,26,24,116480003.0,56950001.0,CAF,UEFA,False,Friendly
1986-03-01,Qatar,Paraguay,0.0,3.0,1529.0,1659.0,56,41,29.5,29.1,26,26,19930000.0,153649994.0,AFC,CONMEBOL,False,Friendly
1986-03-02,Egypt,Romania,0.0,1.0,1632.0,1768.0,29,54,29.1,26.1,26,24,116480003.0,56950001.0,CAF,UEFA,False,Friendly
1986-03-05,Thailand,Indonesia,1.0,1.0,1252.0,1139.0,94,118,28.6,25.7,24,23,6550000.0,19549999.0,AFC,AFC,False,King's Cup
1986-03-06,Mexico,Denmark,1.0,1.0,1801.0,1591.0,14,21,28.0,25.6,26,23,191850006.0,365000000.0,CONCACAF,UEFA,True,Friendly
1986-03-07,Egypt,Senegal,0.0,1.0,1632.0,1522.0,29,15,29.1,27.1,26,26,116480003.0,478100006.0,CAF,CAF,False,African Cup of Nations
1986-03-08,Algeria,Morocco,0.0,0.0,1709.0,1573.0,28,7,26.9,26.7,26,26,256899994.0,447700012.0,CAF,CAF,True,African Cup of Nations
1986-03-12,Germany,Brazil,2.0,0.0,1767.0,2037.0,10,6,28.1,29.4,26,26,947000000.0,928200012.0,UEFA,CONMEBOL,False,Friendly
1986-03-14,Iraq,Romania,1.0,1.0,1661.0,1768.0,57,54,27.0,26.1,26,24,21200001.0,56950001.0,AFC,UEFA,False,Friendly
1986-03-16,Hungary,Brazil,3.0,0.0,1818.0,2037.0,39,6,25.7,29.4,29,26,209199997.0,928200012.0,UEFA,CONMEBOL,False,Friendly
1986-03-17,Egypt,Morocco,1.0,0.0,1632.0,1573.0,29,7,29.1,26.7,26,26,116480003.0,447700012.0,CAF,CAF,False,African Cup of Nations
1986-03-26,France,Argentina,2.0,0.0,1894.0,1839.0,3,1,27.1,29.2,26,26,34375000.0,807500000.0,UEFA,CONMEBOL,False,Friendly
1986-03-26,Italy,Austria,2.0,1.0,1932.0,1860.0,12,24,21.0,28.7,23,26,319000000.0,245199997.0,UEFA,UEFA,False,Friendly
1986-03-26,Scotland,Romania,3.0,0.0,1856.0,1768.0,42,54,29.3,26.1,26,24,170250000.0,56950001.0,UEFA,UEFA,False,Friendly
1986-03-26,Spain,Poland,3.0,0.0,1879.0,1913.0,2,36,26.8,26.4,26,26,34375000.0,232100006.0,UEFA,UEFA,False,Friendly
1986-03-27,Qatar,Iraq,1.0,1.0,1529.0,1661.0,56,57,29.5,27.0,26,26,19930000.0,21200001.0,AFC,AFC,True,Gulf Cup
1986-04-01,Brazil,Peru,4.0,0.0,2037.0,1773.0,6,52,29.4,27.1,26,24,928200012.0,30629999.0,CONMEBOL,CONMEBOL,False,Friendly
1986-04-09,Bulgaria,Denmark,3.0,0.0,1753.0,1591.0,87,21,25.7,25.6,25,23,30049999.0,365000000.0,UEFA,UEFA,False,Friendly
1986-04-09,Switzerland,Germany,0.0,1.0,1697.0,1767.0,19,10,28.4,28.1,26,26,332500000.0,947000000.0,UEFA,UEFA,False,Friendly
1986-04-13,Mexico,Uruguay,1.0,0.0,1801.0,1657.0,14,16,28.0,28.8,26,26,191850006.0,359299988.0,CONCACAF,CONMEBOL,True,Friendly
1986-04-17,Brazil,Finland,3.0,0.0,2037.0,1472.0,6,75,29.4,26.2,26,27,928200012.0,41849998.0,CONMEBOL,UEFA,False,Friendly
1986-04-21,Wales,Uruguay,0.0,0.0,1795.0,1657.0,37,16,26.6,28.8,27,26,180649994.0,359299988.0,UEFA,CONMEBOL,False,Friendly
1986-04-23,Belgium,Bulgaria,2.0,0.0,1944.0,1753.0,9,87,27.7,25.7,26,25,547500000.0,30049999.0,UEFA,UEFA,False,Friendly
1986-04-23,England,Scotland,2.0,1.0,1921.0,1856.0,4,42,27.3,29.3,26,26,34375000.0,170250000.0,UEFA,UEFA,False,Rous Cup
1986-04-27,Mexico,Canada,3.0,0.0,1801.0,1569.0,14,30,28.0,27.0,26,26,191850006.0,198649994.0,CONCACAF,CONCACAF,False,Friendly
1986-04-29,Netherlands,Scotland,0.0,0.0,2075.0,1856.0,8,42,27.8,29.3,26,26,754200012.0,170250000.0,UEFA,UEFA,False,Friendly
1986-04-30,Norway,Argentina,1.0,0.0,1484.0,1839.0,31,1,26.9,29.2,26,26,589900024.0,807500000.0,UEFA,CONMEBOL,False,Friendly
1986-05-01,Sweden,Greece,0.0,0.0,1775.0,1605.0,38,48,27.6,26.3,26,25,406079987.0,275600006.0,UEFA,UEFA,False,Friendly
1986-05-06,Switzerland,Algeria,2.0,0.0,1697.0,1709.0,19,28,28.4,26.9,26,26,332500000.0,256899994.0,UEFA,CAF,False,Friendly
1986-05-07,Brazil,Chile,1.0,1.0,2037.0,1763.0,6,51,29.4,25.9,26,25,928200012.0,66800003.0,CONMEBOL,CONMEBOL,False,Friendly
1986-05-10,Canada,Wales,2.0,0.0,1569.0,1795.0,30,37,27.0,26.6,26,27,198649994.0,180649994.0,CONCACAF,UEFA,False,Friendly
1986-05-11,Italy,China,2.0,0.0,1932.0,1600.0,12,91,21.0,27.9,23,26,319000000.0,14330000.0,UEFA,AFC,False,Friendly
1986-05-11,Japan,Algeria,2.0,1.0,1460.0,1709.0,18,28,27.6,26.9,26,26,270850006.0,256899994.0,AFC,CAF,False,Kirin Cup
1986-05-13,Norway,Denmark,1.0,0.0,1484.0,1591.0,31,21,26.9,25.6,26,23,589900024.0,365000000.0,UEFA,UEFA,False,Friendly
1986-05-14,Austria,Sweden,1.0,0.0,1860.0,1775.0,24,38,28.7,27.6,26,26,245199997.0,406079987.0,UEFA,UEFA,False,Friendly
1986-05-14,Germany,Netherlands,3.0,1.0,1767.0,2075.0,10,8,28.1,27.8,26,26,947000000.0,754200012.0,UEFA,UEFA,False,Friendly
1986-05-16,Denmark,Poland,1.0,0.0,1591.0,1913.0,21,36,25.6,26.4,23,26,365000000.0,232100006.0,UEFA,UEFA,False,Friendly
1986-05-17,Mexico,England,0.0,3.0,1801.0,1921.0,14,4,28.0,27.3,26,26,191850006.0,34375000.0,CONCACAF,UEFA,True,Friendly
1986-05-19,Canada,Wales,0.0,3.0,1569.0,1795.0,30,37,27.0,26.6,26,27,198649994.0,180649994.0,CONCACAF,UEFA,False,Friendly
1986-05-24,Canada,England,0.0,1.0,1569.0,1921.0,30,4,27.0,27.3,26,26,198649994.0,34375000.0,CONCACAF,UEFA,False,Friendly
1986-05-28,China,Iran,2.0,1.0,1600.0,1801.0,91,20,27.9,30.4,26,26,14330000.0,32049999.0,AFC,AFC,False,Friendly
