date,home_team,away_team,home_score,away_score,home_elo,away_elo,home_fifa_ranking,away_fifa_ranking,home_average_age,away_average_age,home_squad_size,away_squad_size,home_market_value,away_market_value,home_confederation,away_confederation,neutral,tournament
1997-06-07,Georgia,Moldova,2.0,0.0,1636.0,,72,159,26.3,25.2,27,26,261600006.0,9700000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-07,Portugal,Albania,2.0,0.0,1786.0,1417.0,5,66,28.1,27.4,26,26,34375000.0,88800003.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-07,Ukraine,Germany,0.0,0.0,1679.0,2084.0,32,10,26.6,28.1,25,26,247000000.0,947000000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-08,Morocco,Ghana,1.0,0.0,1573.0,1620.0,7,73,26.7,27.0,26,26,447700012.0,234350006.0,CAF,CAF,False,FIFA World Cup qualification
1997-06-08,Argentina,Peru,2.0,0.0,1807.0,1647.0,1,52,29.2,27.1,26,24,807500000.0,30629999.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-06-08,Belarus,Scotland,0.0,1.0,1441.0,1810.0,96,42,26.3,29.3,24,26,15380000.0,170250000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-08,Bulgaria,Luxembourg,4.0,0.0,1817.0,1255.0,87,98,25.7,26.2,25,23,30049999.0,14980000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-08,Ecuador,Chile,1.0,1.0,1698.0,1724.0,23,51,26.1,25.9,26,25,368700012.0,66800003.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-06-08,Egypt,Tunisia,0.0,0.0,1616.0,1621.0,29,45,29.1,26.7,26,26,116480003.0,69949997.0,CAF,CAF,False,FIFA World Cup qualification
1997-06-08,Estonia,Sweden,2.0,3.0,1092.0,1830.0,127,38,25.5,27.6,27,26,13900000.0,406079987.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-08,Finland,Azerbaijan,3.0,0.0,1476.0,1393.0,75,126,26.2,27.7,27,27,41849998.0,21680000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-08,Hungary,Norway,1.0,1.0,1615.0,1817.0,39,31,25.7,26.9,29,26,209199997.0,589900024.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-08,Italy,Brazil,3.0,3.0,1991.0,2071.0,12,6,21.0,29.4,23,26,319000000.0,928200012.0,UEFA,CONMEBOL,True,Tournoi de France
1997-06-08,Japan,Croatia,4.0,3.0,1707.0,1874.0,18,11,27.6,28.4,26,26,270850006.0,387299988.0,AFC,UEFA,False,Kirin Cup
1997-06-08,Latvia,Austria,1.0,3.0,1391.0,1690.0,137,24,27.1,28.7,25,26,9380000.0,245199997.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-08,Russia,Israel,2.0,0.0,1925.0,1614.0,35,76,26.4,25.4,33,23,242699997.0,68099998.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-08,Uruguay,Colombia,1.0,1.0,1730.0,1839.0,16,13,28.8,30.1,26,26,359299988.0,302350006.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-06-08,Venezuela,Bolivia,1.0,1.0,1359.0,1705.0,49,77,25.6,23.8,27,27,79000000.0,17850000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-06-09,Iran,Kyrgyzstan,3.0,1.0,1536.0,1196.0,20,106,30.4,26.1,26,26,32049999.0,7050000.0,AFC,AFC,False,FIFA World Cup qualification
1997-06-10,England,Brazil,0.0,1.0,1872.0,2071.0,4,6,27.3,29.4,26,26,34375000.0,928200012.0,UEFA,CONMEBOL,True,Tournoi de France
1997-06-11,Argentina,Ecuador,0.0,0.0,1807.0,1698.0,1,23,29.2,26.1,26,26,807500000.0,368700012.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-11,Chile,Paraguay,0.0,1.0,1724.0,1843.0,51,41,25.9,29.1,25,26,66800003.0,153649994.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-11,France,Italy,2.0,2.0,2038.0,1991.0,3,12,27.1,21.0,26,23,34375000.0,319000000.0,UEFA,UEFA,False,Tournoi de France
1997-06-11,Iceland,Lithuania,0.0,0.0,1563.0,1454.0,74,149,27.7,26.3,24,23,89099998.0,16180000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-12,Bolivia,Venezuela,1.0,0.0,1705.0,1359.0,77,49,23.8,25.6,27,27,17850000.0,79000000.0,CONMEBOL,CONMEBOL,False,Copa América
1997-06-12,Peru,Uruguay,1.0,0.0,1647.0,1730.0,52,16,27.1,28.8,24,26,30629999.0,359299988.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-13,Mexico,Colombia,2.0,1.0,1814.0,1839.0,14,13,28.0,30.1,26,26,191850006.0,302350006.0,CONCACAF,CONMEBOL,True,Copa América
1997-06-14,Argentina,Chile,2.0,0.0,1807.0,1724.0,1,51,29.2,25.9,26,25,807500000.0,66800003.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-14,Paraguay,Ecuador,0.0,2.0,1843.0,1698.0,41,23,29.1,26.1,26,26,153649994.0,368700012.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-14,Poland,Georgia,4.0,1.0,1671.0,1636.0,36,72,26.4,26.3,26,27,232100006.0,261600006.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-06-15,Bolivia,Peru,2.0,0.0,1705.0,1647.0,77,52,23.8,27.1,27,24,17850000.0,30629999.0,CONMEBOL,CONMEBOL,False,Copa América
1997-06-15,Uruguay,Venezuela,2.0,0.0,1730.0,1359.0,16,49,28.8,25.6,26,27,359299988.0,79000000.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-16,Brazil,Mexico,3.0,2.0,2071.0,1814.0,6,14,29.4,28.0,26,26,928200012.0,191850006.0,CONMEBOL,CONCACAF,True,Copa América
1997-06-16,Egypt,Ghana,2.0,0.0,1616.0,1620.0,29,73,29.1,27.0,26,26,116480003.0,234350006.0,CAF,CAF,True,Korea Cup
1997-06-17,Argentina,Paraguay,1.0,1.0,1807.0,1843.0,1,41,29.2,29.1,26,26,807500000.0,153649994.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-17,Chile,Ecuador,1.0,2.0,1724.0,1698.0,51,23,25.9,26.1,25,26,66800003.0,368700012.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-18,Bolivia,Uruguay,1.0,0.0,1705.0,1730.0,77,16,23.8,28.8,27,26,17850000.0,359299988.0,CONMEBOL,CONMEBOL,False,Copa América
1997-06-18,Peru,Venezuela,2.0,0.0,1647.0,1359.0,52,49,27.1,25.6,24,27,30629999.0,79000000.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-19,Brazil,Colombia,2.0,0.0,2071.0,1839.0,6,13,29.4,30.1,26,26,928200012.0,302350006.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-20,Uzbekistan,Indonesia,3.0,0.0,1710.0,1249.0,50,118,28.3,25.7,26,23,85129997.0,19549999.0,AFC,AFC,False,FIFA World Cup qualification
1997-06-21,Bolivia,Colombia,2.0,1.0,1705.0,1839.0,77,13,23.8,30.1,27,26,17850000.0,302350006.0,CONMEBOL,CONMEBOL,False,Copa América
1997-06-21,Morocco,Egypt,1.0,0.0,1573.0,1616.0,7,29,26.7,29.1,26,26,447700012.0,116480003.0,CAF,CAF,False,African Cup of Nations qualification
1997-06-21,Peru,Argentina,2.0,1.0,1647.0,1807.0,52,1,27.1,29.2,24,26,30629999.0,807500000.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-22,Brazil,Paraguay,2.0,0.0,2071.0,1843.0,6,41,29.4,29.1,26,26,928200012.0,153649994.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-22,China,Vietnam,4.0,0.0,1565.0,1252.0,91,99,27.9,27.6,26,29,14330000.0,7430000.0,AFC,AFC,False,FIFA World Cup qualification
1997-06-22,Ecuador,Mexico,1.0,1.0,1698.0,1814.0,23,14,26.1,28.0,26,26,368700012.0,191850006.0,CONMEBOL,CONCACAF,True,Copa América
1997-06-22,Senegal,Ethiopia,3.0,0.0,1458.0,1438.0,15,143,27.1,27.6,26,23,478100006.0,2900000.0,CAF,CAF,False,African Cup of Nations qualification
1997-06-25,Bolivia,Mexico,3.0,1.0,1705.0,1814.0,77,14,23.8,28.0,27,26,17850000.0,191850006.0,CONMEBOL,CONCACAF,False,Copa América
1997-06-26,Brazil,Peru,7.0,0.0,2071.0,1647.0,6,52,29.4,27.1,26,24,928200012.0,30629999.0,CONMEBOL,CONMEBOL,True,Copa América
1997-06-28,Japan,Oman,1.0,1.0,1707.0,1252.0,18,79,27.6,28.7,26,28,270850006.0,8330000.0,AFC,AFC,False,FIFA World Cup qualification
1997-06-28,Mexico,Peru,1.0,0.0,1814.0,1647.0,14,52,28.0,27.1,26,24,191850006.0,30629999.0,CONCACAF,CONMEBOL,True,Copa América
1997-06-29,Bolivia,Brazil,1.0,3.0,1705.0,2071.0,77,6,23.8,29.4,27,26,17850000.0,928200012.0,CONMEBOL,CONMEBOL,False,Copa América
1997-06-29,Cambodia,Uzbekistan,1.0,4.0,1051.0,1710.0,175,50,26.1,28.3,26,26,2580000.0,85129997.0,AFC,AFC,False,FIFA World Cup qualification
1997-06-29,Kazakhstan,Iraq,3.0,1.0,1612.0,1648.0,111,57,26.0,27.0,25,26,16299999.0,21200001.0,UEFA,AFC,False,FIFA World Cup qualification
1997-07-05,Chile,Colombia,4.0,1.0,1724.0,1839.0,51,13,25.9,30.1,25,26,66800003.0,302350006.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-07-06,Paraguay,Argentina,1.0,2.0,1843.0,1807.0,41,1,29.1,29.2,26,26,153649994.0,807500000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-07-06,Peru,Bolivia,2.0,1.0,1647.0,1705.0,52,77,27.1,23.8,24,27,30629999.0,17850000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-07-06,Venezuela,Ecuador,1.0,1.0,1359.0,1698.0,49,23,25.6,26.1,27,26,79000000.0,368700012.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-07-09,Lithuania,Estonia,2.0,1.0,1454.0,1092.0,149,127,26.3,25.5,23,27,16180000.0,13900000.0,UEFA,UEFA,False,Baltic Cup
1997-07-10,Estonia,Latvia,1.0,2.0,1217.0,1429.0,127,137,25.5,27.1,27,25,13900000.0,9380000.0,UEFA,UEFA,True,Baltic Cup
1997-07-11,Lithuania,Latvia,1.0,0.0,1454.0,1429.0,149,137,26.3,27.1,23,25,16180000.0,9380000.0,UEFA,UEFA,False,Baltic Cup
1997-07-13,Egypt,Senegal,2.0,0.0,1616.0,1458.0,29,15,29.1,27.1,26,26,116480003.0,478100006.0,CAF,CAF,False,African Cup of Nations qualification
1997-07-13,Ethiopia,Morocco,0.0,1.0,1438.0,1573.0,143,7,27.6,26.7,23,26,2900000.0,447700012.0,CAF,CAF,False,African Cup of Nations qualification
1997-07-20,Argentina,Venezuela,2.0,0.0,1807.0,1359.0,1,49,29.2,25.6,26,27,807500000.0,79000000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-07-20,Bolivia,Uruguay,1.0,0.0,1705.0,1730.0,77,16,23.8,28.8,27,26,17850000.0,359299988.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-07-20,Chile,Paraguay,2.0,1.0,1724.0,1843.0,51,41,25.9,29.1,25,26,66800003.0,153649994.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-07-20,Colombia,Ecuador,1.0,0.0,1839.0,1698.0,13,23,30.1,26.1,26,26,302350006.0,368700012.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-07-20,Iceland,Norway,0.0,1.0,1563.0,1817.0,74,31,27.7,26.9,24,26,89099998.0,589900024.0,UEFA,UEFA,False,Friendly
1997-07-27,Egypt,Ethiopia,8.0,1.0,1616.0,1438.0,29,143,29.1,27.6,26,23,116480003.0,2900000.0,CAF,CAF,False,African Cup of Nations qualification
1997-07-27,Morocco,Senegal,3.0,0.0,1573.0,1458.0,7,15,26.7,27.1,26,26,447700012.0,478100006.0,CAF,CAF,False,African Cup of Nations qualification
1997-08-05,Belarus,Israel,2.0,3.0,1441.0,1614.0,96,76,26.3,25.4,24,23,15380000.0,68099998.0,UEFA,UEFA,False,Friendly
1997-08-06,Hungary,Malta,3.0,0.0,1615.0,1357.0,39,161,25.7,27.1,29,27,209199997.0,15000000.0,UEFA,UEFA,False,Friendly
1997-08-06,Jamaica,Colombia,1.0,0.0,1558.0,1839.0,71,13,23.2,30.1,24,26,9050000.0,302350006.0,CONCACAF,CONMEBOL,False,Friendly
1997-08-06,Slovakia,Switzerland,1.0,0.0,1675.0,1714.0,47,19,26.9,28.4,26,26,59849998.0,332500000.0,UEFA,UEFA,False,Friendly
1997-08-06,Sweden,Lithuania,1.0,0.0,1830.0,1454.0,38,149,27.6,26.3,26,23,406079987.0,16180000.0,UEFA,UEFA,False,Friendly
1997-08-09,Tunisia,Nigeria,2.0,0.0,1621.0,1622.0,45,26,26.7,26.6,26,23,69949997.0,172050003.0,CAF,CAF,False,Friendly
1997-08-13,Japan,Brazil,0.0,3.0,1707.0,2071.0,18,6,27.6,29.4,26,26,270850006.0,928200012.0,AFC,CONMEBOL,False,Friendly
1997-08-17,Canada,Iran,0.0,1.0,1675.0,1536.0,30,20,27.0,30.4,26,26,198649994.0,32049999.0,CONCACAF,AFC,False,Friendly
1997-08-19,Greece,Cyprus,2.0,1.0,1705.0,1442.0,48,124,26.3,26.8,25,27,275600006.0,19900000.0,UEFA,UEFA,False,Friendly
1997-08-19,Latvia,Azerbaijan,0.0,0.0,1429.0,1393.0,137,126,27.1,27.7,25,27,9380000.0,21680000.0,UEFA,UEFA,False,Friendly
1997-08-20,Belarus,Sweden,1.0,2.0,1441.0,1830.0,96,38,26.3,27.6,24,26,15380000.0,406079987.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-08-20,Bulgaria,Israel,1.0,0.0,1817.0,1614.0,87,76,25.7,25.4,25,23,30049999.0,68099998.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-08-20,Colombia,Bolivia,3.0,0.0,1839.0,1705.0,13,77,30.1,23.8,26,27,302350006.0,17850000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-08-20,Ecuador,Paraguay,2.0,1.0,1698.0,1843.0,23,41,26.1,29.1,26,26,368700012.0,153649994.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-08-20,Estonia,Austria,0.0,3.0,1217.0,1690.0,127,24,25.5,28.7,27,26,13900000.0,245199997.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-08-20,Finland,Norway,0.0,4.0,1476.0,1817.0,75,31,26.2,26.9,27,26,41849998.0,589900024.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-08-20,Hungary,Switzerland,1.0,1.0,1615.0,1714.0,39,19,25.7,28.4,29,26,209199997.0,332500000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-08-20,Portugal,Armenia,3.0,1.0,1786.0,1293.0,5,107,28.1,26.0,26,27,34375000.0,42230000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-08-20,Ukraine,Albania,1.0,0.0,1679.0,1417.0,32,66,26.6,27.4,25,26,247000000.0,88800003.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-08-20,Uruguay,Chile,1.0,0.0,1730.0,1724.0,16,51,28.8,25.9,26,25,359299988.0,66800003.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-08-20,Venezuela,Peru,0.0,3.0,1359.0,1647.0,49,52,25.6,27.1,27,24,79000000.0,30629999.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-08-21,Lebanon,Iraq,0.0,2.0,1406.0,1648.0,115,57,28.9,27.0,23,26,5550000.0,21200001.0,AFC,AFC,False,Friendly
1997-08-24,Peru,Colombia,2.0,1.0,1647.0,1839.0,52,13,27.1,30.1,24,26,30629999.0,302350006.0,CONMEBOL,CONMEBOL,False,Friendly
1997-09-02,China,Kazakhstan,3.0,0.0,1565.0,1612.0,91,111,27.9,26.0,26,25,14330000.0,16299999.0,AFC,UEFA,False,Friendly
1997-09-06,Armenia,Albania,3.0,0.0,1293.0,1417.0,107,66,26.0,27.4,27,26,42230000.0,88800003.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-06,Austria,Sweden,1.0,0.0,1690.0,1830.0,24,38,28.7,27.6,26,26,245199997.0,406079987.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-06,Azerbaijan,Norway,0.0,1.0,1393.0,1817.0,126,31,27.7,26.9,27,26,21680000.0,589900024.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-06,Germany,Portugal,1.0,1.0,2084.0,1786.0,10,5,28.1,28.1,26,26,947000000.0,34375000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-06,Latvia,Estonia,1.0,0.0,1429.0,1217.0,137,127,27.1,25.5,25,27,9380000.0,13900000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-06,Netherlands,Belgium,3.0,1.0,1926.0,1767.0,8,9,27.8,27.7,26,26,754200012.0,547500000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-06,Poland,Hungary,1.0,0.0,1671.0,1615.0,36,39,26.4,25.7,26,29,232100006.0,209199997.0,UEFA,UEFA,False,Friendly
1997-09-06,Slovenia,Greece,0.0,3.0,1600.0,1705.0,59,48,26.6,26.3,25,25,100500000.0,275600006.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-06,Switzerland,Finland,1.0,2.0,1714.0,1476.0,19,75,28.4,26.2,26,27,332500000.0,41849998.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-07,India,Bangladesh,3.0,0.0,1069.0,1063.0,138,181,26.8,26.4,22,23,4000000.0,7250000.0,AFC,AFC,True,SAFF Cup
1997-09-07,Jamaica,Canada,1.0,0.0,1558.0,1675.0,71,30,23.2,27.0,24,26,9050000.0,198649994.0,CONCACAF,CONCACAF,False,FIFA World Cup qualification
1997-09-07,Japan,Uzbekistan,6.0,3.0,1707.0,1710.0,18,50,27.6,28.3,26,26,270850006.0,85129997.0,AFC,AFC,False,FIFA World Cup qualification
1997-09-07,Luxembourg,Cyprus,1.0,3.0,1255.0,1442.0,98,124,26.2,26.8,23,27,14980000.0,19900000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-07,Scotland,Belarus,4.0,1.0,1810.0,1441.0,42,96,29.3,26.3,26,24,170250000.0,15380000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-10,Belarus,Austria,0.0,1.0,1441.0,1690.0,96,24,26.3,28.7,24,26,15380000.0,245199997.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-10,Brazil,Ecuador,4.0,2.0,2071.0,1698.0,6,23,29.4,26.1,26,26,928200012.0,368700012.0,CONMEBOL,CONMEBOL,False,Friendly
1997-09-10,Bulgaria,Russia,1.0,0.0,1817.0,1925.0,87,35,25.7,26.4,25,33,30049999.0,242699997.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-10,Chile,Argentina,1.0,2.0,1724.0,1807.0,51,1,25.9,29.2,25,26,66800003.0,807500000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-09-10,Colombia,Venezuela,1.0,0.0,1839.0,1359.0,13,49,30.1,25.6,26,27,302350006.0,79000000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-09-10,Denmark,Croatia,3.0,1.0,1968.0,1874.0,21,11,25.6,28.4,23,26,365000000.0,387299988.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-10,England,Moldova,4.0,0.0,1872.0,,4,159,27.3,25.2,26,26,34375000.0,9700000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-10,Georgia,Italy,0.0,0.0,1636.0,1991.0,72,12,26.3,21.0,27,23,261600006.0,319000000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-10,Germany,Armenia,4.0,0.0,2084.0,1293.0,10,107,28.1,26.0,26,27,947000000.0,42230000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-10,Hungary,Azerbaijan,3.0,1.0,1615.0,1393.0,39,126,25.7,27.7,29,27,209199997.0,21680000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-10,Norway,Switzerland,5.0,0.0,1817.0,1714.0,31,19,26.9,28.4,26,26,589900024.0,332500000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-10,Paraguay,Bolivia,2.0,1.0,1843.0,1705.0,41,77,29.1,23.8,26,27,153649994.0,17850000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-09-10,Peru,Uruguay,2.0,1.0,1647.0,1730.0,52,16,27.1,28.8,24,26,30629999.0,359299988.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
1997-09-10,Romania,Iceland,4.0,0.0,1865.0,1563.0,54,74,26.1,27.7,24,24,56950001.0,89099998.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-10,Sweden,Latvia,1.0,0.0,1830.0,1429.0,38,137,27.6,27.1,26,25,406079987.0,9380000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-13,China,Iran,2.0,4.0,1565.0,1536.0,91,20,27.9,30.4,26,26,14330000.0,32049999.0,AFC,AFC,False,FIFA World Cup qualification
1997-09-20,Kazakhstan,Uzbekistan,1.0,1.0,1612.0,1710.0,111,50,26.0,28.3,25,26,16299999.0,85129997.0,UEFA,AFC,False,FIFA World Cup qualification
1997-09-24,Moldova,Georgia,0.0,1.0,,1636.0,159,72,25.2,26.3,26,27,9700000.0,261600006.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-24,Poland,Lithuania,2.0,0.0,1671.0,1454.0,36,149,26.4,26.3,26,23,232100006.0,16180000.0,UEFA,UEFA,False,Friendly
1997-09-24,Slovakia,Spain,1.0,2.0,1675.0,1988.0,47,2,26.9,26.8,26,26,59849998.0,34375000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-09-25,Libya,Jordan,1.0,1.0,1598.0,1341.0,110,63,26.6,28.5,19,26,10430000.0,20299999.0,CAF,AFC,False,Friendly
1997-09-26,Qatar,China,1.0,1.0,1483.0,1565.0,56,91,29.5,27.9,26,26,19930000.0,14330000.0,AFC,AFC,False,FIFA World Cup qualification
1997-10-03,Iran,Qatar,3.0,0.0,1536.0,1483.0,20,56,30.4,29.5,26,26,32049999.0,19930000.0,AFC,AFC,False,FIFA World Cup qualification
1997-10-04,Kazakhstan,Japan,1.0,1.0,1612.0,1707.0,111,18,26.0,27.6,25,26,16299999.0,270850006.0,UEFA,AFC,False,FIFA World Cup qualification
1997-10-05,Vietnam,Malaysia,0.0,1.0,1252.0,1227.0,99,136,27.6,28.7,29,28,7430000.0,7600000.0,AFC,AFC,True,Southeast Asian Games
1997-10-05,Indonesia,Laos,5.0,2.0,1249.0,952.0,118,185,25.7,23.2,23,23,19549999.0,1320000.0,AFC,,False,Southeast Asian Games
1997-10-05,Thailand,Myanmar,2.0,1.0,1349.0,1147.0,94,158,28.6,26.5,24,24,6550000.0,3000000.0,AFC,AFC,True,Southeast Asian Games
1997-10-07,Moldova,Poland,0.0,3.0,,1705.0,159,36,25.2,26.4,26,26,9700000.0,232100006.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-07,Malaysia,Philippines,4.0,0.0,1324.0,734.0,136,135,28.7,26.4,28,22,7600000.0,3330000.0,AFC,AFC,True,Southeast Asian Games
1997-10-07,Indonesia,Vietnam,2.0,2.0,1294.0,1159.0,118,99,25.7,27.6,23,29,19549999.0,7430000.0,AFC,AFC,False,Southeast Asian Games
1997-10-07,Singapore,Myanmar,2.0,2.0,1256.0,1143.0,148,158,28.2,26.5,28,24,4580000.0,3000000.0,AFC,AFC,True,Southeast Asian Games
1997-10-08,Norway,Colombia,0.0,0.0,1817.0,1839.0,31,13,26.9,30.1,26,26,589900024.0,302350006.0,UEFA,CONMEBOL,False,Friendly
1997-10-09,Brazil,Morocco,2.0,0.0,2071.0,1573.0,6,7,29.4,26.7,26,26,928200012.0,447700012.0,CONMEBOL,CAF,False,Friendly
1997-10-09,Laos,Philippines,4.0,1.0,952.0,734.0,185,135,23.2,26.4,23,22,1320000.0,3330000.0,,AFC,True,Southeast Asian Games
1997-10-09,Indonesia,Malaysia,4.0,0.0,1294.0,1324.0,118,136,25.7,28.7,23,28,19549999.0,7600000.0,AFC,AFC,False,Southeast Asian Games
1997-10-09,Singapore,Cambodia,2.0,1.0,1256.0,1051.0,148,175,28.2,26.1,28,26,4580000.0,2580000.0,AFC,AFC,True,Southeast Asian Games
1997-10-11,Armenia,Ukraine,0.0,2.0,1293.0,1679.0,107,32,26.0,26.6,27,25,42230000.0,247000000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Austria,Belarus,4.0,0.0,1690.0,1441.0,24,96,28.7,26.3,26,24,245199997.0,15380000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Belgium,Wales,3.0,2.0,1767.0,1615.0,9,37,27.7,26.6,26,27,547500000.0,180649994.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Cyprus,Luxembourg,2.0,0.0,1442.0,1255.0,124,98,26.8,26.2,27,23,19900000.0,14980000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Finland,Hungary,1.0,1.0,1476.0,1615.0,75,39,26.2,25.7,27,29,41849998.0,209199997.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Georgia,Poland,3.0,0.0,1636.0,1705.0,72,36,26.3,26.4,27,26,261600006.0,232100006.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Germany,Albania,4.0,3.0,2084.0,1417.0,10,66,28.1,27.4,26,26,947000000.0,88800003.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Greece,Denmark,0.0,0.0,1705.0,1968.0,48,21,26.3,25.6,25,23,275600006.0,365000000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Italy,England,0.0,0.0,1991.0,1872.0,12,4,21.0,27.3,23,26,319000000.0,34375000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Russia,Bulgaria,4.0,2.0,1925.0,1817.0,35,87,26.4,25.7,33,25,242699997.0,30049999.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Scotland,Latvia,2.0,0.0,1810.0,1429.0,42,137,29.3,27.1,26,25,170250000.0,9380000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Slovenia,Croatia,1.0,3.0,1600.0,1874.0,59,11,26.6,28.4,25,26,100500000.0,387299988.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Sweden,Estonia,1.0,0.0,1830.0,1217.0,38,127,27.6,25.5,26,27,406079987.0,13900000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Switzerland,Azerbaijan,5.0,0.0,1714.0,1393.0,19,126,28.4,27.7,26,27,332500000.0,21680000.0,UEFA,UEFA,False,FIFA World Cup qualification
1997-10-11,Uzbekistan,Japan,1.0,1.0,1710.0,1707.0,50,18,28.3,27.6,26,26,85129997.0,270850006.0,AFC,AFC,False,FIFA World Cup qualification
1997-10-12,Argentina,Uruguay,0.0,0.0,1807.0,1730.0,1,16,29.2,28.8,26,26,807500000.0,359299988.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
